job_number,prop_stories, occ_init,dcp_occ_pr,dcp_occ_category,units_init,units_prop,units_prop_res,units_prop_hotel,units_net_complete,units_net_incomplete,unit_change_preapr2010,unit_change_postapr2010,unit_change_2011,unit_change_2012,unit_change_2013,unit_change_2014,unit_change_2015,unit_change_2016,unit_change_2017,unit_change_2018,x_mixeduse,bbl,bin,Latitude,Longitude,Reason
201040612,,,,,,,,,,,,,,,,,,,,,,2036070020,2114745,40.820632,-73.854418,Geocoding (add Lat/Long)
201040621,,,,,,,,,,,,,,,,,,,,,,2036070021,2114747,40.820687,-73.854432,Geocoding (add Lat/Long)
201040630,,,,,,,,,,,,,,,,,,,,,,2036070022,2114743,40.820742,-73.854443,Geocoding (add Lat/Long)
201040649,,,,,,,,,,,,,,,,,,,,,,2036070023,2115666,40.820794,-73.854458,Geocoding (add Lat/Long)
201040658,,,,,,,,,,,,,,,,,,,,,,2036070024,2114746,40.820849,-73.854468,Geocoding (add Lat/Long)
201040667,,,,,,,,,,,,,,,,,,,,,,2036070025,2115667,40.820904,-73.854479,Geocoding (add Lat/Long)
201040676,,,,,,,,,,,,,,,,,,,,,,2036070026,2114748,40.820956,-73.854493,Geocoding (add Lat/Long)
201040685,,,,,,,,,,,,,,,,,,,,,,2036070027,2114749,40.820874,-73.854284,Geocoding (add Lat/Long)
201040694,,,,,,,,,,,,,,,,,,,,,,2036070028,2114750,40.820885,-73.854215,Geocoding (add Lat/Long)
201040701,,,,,,,,,,,,,,,,,,,,,,2036070016,2114737,40.820605,-73.854223,Geocoding (add Lat/Long)
201040710,,,,,,,,,,,,,,,,,,,,,,2036070015,2114736,40.820613,-73.854154,Geocoding (add Lat/Long)
201041112,,,,,,,,,,,,,,,,,,,,,,2043990038,2120428,40.859834,-73.839326,Geocoding (add Lat/Long)
201041158,,,,,,,,,,,,,,,,,,,,,,2038080075,2117194,40.828996,-73.852438,Geocoding (add Lat/Long)
201041826,,,,,,,,,,,,,,,,,,,,,,2045430045,2120866,40.870011,-73.869557,Geocoding (add Lat/Long)
201043520,,,,,,,,,,,,,,,,,,,,,,2047990137,2114016,40.869484,-73.835336,Geocoding (add Lat/Long)
201043539,,,,,,,,,,,,,,,,,,,,,,2047990136,2114015,40.869468,-73.835253,Geocoding (add Lat/Long)
201043548,,,,,,,,,,,,,,,,,,,,,,2047990135,2114014,40.869536,-73.835195,Geocoding (add Lat/Long)
201043557,,,,,,,,,,,,,,,,,,,,,,2047990101,2114004,40.869682,-73.835047,Geocoding (add Lat/Long)
201043566,,,,,,,,,,,,,,,,,,,,,,2047990102,2114005,40.869616,-73.835018,Geocoding (add Lat/Long)
201043575,,,,,,,,,,,,,,,,,,,,,,2047990103,2114006,40.869564,-73.834993,Geocoding (add Lat/Long)
201043584,,,,,,,,,,,,,,,,,,,,,,2047990104,2114007,40.869503,-73.834964,Geocoding (add Lat/Long)
201043593,,,,,,,,,,,,,,,,,,,,,,2047990105,2114008,40.869421,-73.834964,Geocoding (add Lat/Long)
201043600,,,,,,,,,,,,,,,,,,,,,,2047990106,2114009,40.869347,-73.834932,Geocoding (add Lat/Long)
201043619,,,,,,,,,,,,,,,,,,,,,,2047990107,2114010,40.869275,-73.834888,Geocoding (add Lat/Long)
201043628,,,,,,,,,,,,,,,,,,,,,,2047990108,2114011,40.869198,-73.834845,Geocoding (add Lat/Long)
201043637,,,,,,,,,,,,,,,,,,,,,,2047990109,2114012,40.869116,-73.834798,Geocoding (add Lat/Long)
201043646,,,,,,,,,,,,,,,,,,,,,,2047990110,2114013,40.869011,-73.834737,Geocoding (add Lat/Long)
201043851,,,,,,,,,,,,,,,,,,,,,,2027280034,2120357,40.82757,-73.89226,Geocoding (add Lat/Long)
201044217,,,,,,,,,,,,,,,,,,,,,,2033220057,2116616,40.875122,-73.887544,Geocoding (add Lat/Long)
201044912,,,,,,,,,,,,,,,,,,,,,,2027920058,2115007,40.84382,-73.907508,Geocoding (add Lat/Long)
201044921,,,,,,,,,,,,,,,,,,,,,,2027920057,2115006,40.843817,-73.907421,Geocoding (add Lat/Long)
201044930,,,,,,,,,,,,,,,,,,,,,,2027920056,2115005,40.843814,-73.907334,Geocoding (add Lat/Long)
201044949,,,,,,,,,,,,,,,,,,,,,,2027920055,2115004,40.843808,-73.907248,Geocoding (add Lat/Long)
201045127,,,,,,,,,,,,,,,,,,,,,,2033550046,2124491,40.875456,-73.87364,Geocoding (add Lat/Long)
201046545,,,,,,,,,,,,,,,,,,,,,,2049940173,2116304,40.894316,-73.858199,Geocoding (add Lat/Long)
201046778,,,,,,,,,,,,,,,,,,,,,,2048990028,2114598,40.882045,-73.845547,Geocoding (add Lat/Long)
201047946,,,,,,,,,,,,,,,,,,,,,,2023640021,2120125,40.82006,-73.9122,Geocoding (add Lat/Long)
201047955,,,,,,,,,,,,,,,,,,,,,,2023640019,2120124,40.820254,-73.912223,Geocoding (add Lat/Long)
201047964,,,,,,,,,,,,,,,,,,,,,,2023640017,2120122,40.820378,-73.912143,Geocoding (add Lat/Long)
201047982,,,,,,,,,,,,,,,,,,,,,,2023640007,2088141,40.82048,-73.91247,Geocoding (add Lat/Long)
201047991,,,,,,,,,,,,,,,,,,,,,,2023640009,2116435,40.82061,-73.91238,Geocoding (add Lat/Long)
201048339,,,,,,,,,,,,,,,,,,,,,,2044880054,2114893,40.86468,-73.83821,Geocoding (add Lat/Long)
201048348,,,,,,,,,,,,,,,,,,,,,,2044880052,2114892,40.86477,-73.83819,Geocoding (add Lat/Long)
201049711,,,,,,,,,,,,,,,,,,,,,,2047950010,,40.86872,-73.83559,Geocoding (add Lat/Long)
201049720,,,,,,,,,,,,,,,,,,,,,,2047950007,,40.86872,-73.83559,Geocoding (add Lat/Long)
201050389,,,,,,,,,,,,,,,,,,,,,,2026530133,,40.8143,-73.90642,Geocoding (add Lat/Long)
201050398,,,,,,,,,,,,,,,,,,,,,,2026530134,2119231,40.81436,-73.90639,Geocoding (add Lat/Long)
201050405,,,,,,,,,,,,,,,,,,,,,,2026530135,2119232,40.81443,-73.90637,Geocoding (add Lat/Long)
201050414,,,,,,,,,,,,,,,,,,,,,,2026530136,2119234,40.81449,-73.90635,Geocoding (add Lat/Long)
201050423,,,,,,,,,,,,,,,,,,,,,,2026530137,2119235,40.81456,-73.90633,Geocoding (add Lat/Long)
201051057,,,,,,,,,,,,,,,,,,,,,,2027820129,2007136,40.835493,-73.909109,Geocoding (add Lat/Long)
201051663,,,,,,,,,,,,,,,,,,,,,,2029750037,2113777,40.828949,-73.891897,Geocoding (add Lat/Long)
201051716,,,,,,,,,,,,,,,,,,,,,,2036800046,2114700,40.824478,-73.852766,Geocoding (add Lat/Long)
201051930,,,,,,,,,,,,,,,,,,,,,,2025280027,2003507,40.83812,-73.92674,Geocoding (add Lat/Long)
201051949,,,,,,,,,,,,,,,,,,,,,,2025090056,2120194,40.83599,-73.92454,Geocoding (add Lat/Long)
201052065,,,,,,,,,,,,,,,,,,,,,,2034580007,2115102,40.809901,-73.852957,Geocoding (add Lat/Long)
201052074,,,,,,,,,,,,,,,,,,,,,,2034580007,2115102,40.809901,-73.852957,Geocoding (add Lat/Long)
201052458,,,,,,,,,,,,,,,,,,,,,,2058251569,2124522,40.896364,-73.897227,Geocoding (add Lat/Long)
201052467,,,,,,,,,,,,,,,,,,,,,,2058251571,2084534,40.896295,-73.897206,Geocoding (add Lat/Long)
201052859,,,,,,,,,,,,,,,,,,,,,,2030880155,2124783,40.85262,-73.88699,Geocoding (add Lat/Long)
201052868,,,,,,,,,,,,,,,,,,,,,,2030880156,2124784,40.85268,-73.88696,Geocoding (add Lat/Long)
201052877,,,,,,,,,,,,,,,,,,,,,,2030880157,2124785,40.85274,-73.88693,Geocoding (add Lat/Long)
201053000,,,,,,,,,,,,,,,,,,,,,,2026430167,2116190,40.815524,-73.906835,Geocoding (add Lat/Long)
201053019,,,,,,,,,,,,,,,,,,,,,,2026430168,2116191,40.81551,-73.90676,Geocoding (add Lat/Long)
201053126,,,,,,,,,,,,,,,,,,,,,,2026430166,2115685,40.815675,-73.906965,Geocoding (add Lat/Long)
201053135,,,,,,,,,,,,,,,,,,,,,,2026430165,2115841,40.815617,-73.906983,Geocoding (add Lat/Long)
201053144,,,,,,,,,,,,,,,,,,,,,,2026430164,2116180,40.81556,-73.907005,Geocoding (add Lat/Long)
201053153,,,,,,,,,,,,,,,,,,,,,,2026430162,2116182,40.815442,-73.907045,Geocoding (add Lat/Long)
201053162,,,,,,,,,,,,,,,,,,,,,,2026430163,2116181,40.815499,-73.907027,Geocoding (add Lat/Long)
201054287,,,,,,,,,,,,,,,,,,,,,,2047900014,2121832,40.87045,-73.83738,Geocoding (add Lat/Long)
201054946,,,,,,,,,,,,,,,,,,,,,,2023640018,2120123,40.820312,-73.91219,Geocoding (add Lat/Long)
201056141,,,,,,,,,,,,,,,,,,,,,,2032497501,2116259,40.871869,-73.901904,Geocoding (add Lat/Long)
201056150,,,,,,,,,,,,,,,,,,,,,,2032497501,2116259,40.871869,-73.901904,Geocoding (add Lat/Long)
201056169,,,,,,,,,,,,,,,,,,,,,,2032497501,2116259,40.871869,-73.901904,Geocoding (add Lat/Long)
201057088,,,,,,,,,,,,,,,,,,,,,,2026630058,2004767,40.82946,-73.90074,Geocoding (add Lat/Long)
201057453,,,,,,,,,,,,,,,,,,,,,,2040260119,2117283,40.84272,-73.86585,Geocoding (add Lat/Long)
201057462,,,,,,,,,,,,,,,,,,,,,,2040260118,2117282,40.84268,-73.86592,Geocoding (add Lat/Long)
201057471,,,,,,,,,,,,,,,,,,,,,,2040260120,2117284,40.84276,-73.86579,Geocoding (add Lat/Long)
201057499,,,,,,,,,,,,,,,,,,,,,,2040260121,2117285,40.84281,-73.86571,Geocoding (add Lat/Long)
201057603,,,,,,,,,,,,,,,,,,,,,,2034580012,2114561,40.81022,-73.85305,Geocoding (add Lat/Long)
201057612,,,,,,,,,,,,,,,,,,,,,,2034580113,2114562,40.810272,-73.853064,Geocoding (add Lat/Long)
201057738,,,,,,,,,,,,,,,,,,,,,,2048270063,2063032,40.88897,-73.86226,Geocoding (add Lat/Long)
201057747,,,,,,,,,,,,,,,,,,,,,,2048270064,2124516,40.88894,-73.86217,Geocoding (add Lat/Long)
201057881,,,,,,,,,,,,,,,,,,,,,,2042340068,2124503,40.849616,-73.832002,Geocoding (add Lat/Long)
201058194,,,,,,,,,,,,,,,,,,,,,,2049850055,2067786,40.89295,-73.840161,Geocoding (add Lat/Long)
201059601,,,,,,,,,,,,,,,,,,,,,,2042580146,2093220,40.84903,-73.86627,Geocoding (add Lat/Long)
201059629,,,,,,,,,,,,,,,,,,,,,,2030690052,2116237,40.848091,-73.892046,Geocoding (add Lat/Long)
201060895,,,,,,,,,,,,,,,,,,,,,,2029790011,2120529,40.82937,-73.89152,Geocoding (add Lat/Long)
201060902,,,,,,,,,,,,,,,,,,,,,,2025230146,2115278,40.834086,-73.929973,Geocoding (add Lat/Long)
201060911,,,,,,,,,,,,,,,,,,,,,,2025230145,2115277,40.834149,-73.929937,Geocoding (add Lat/Long)
201061091,,,,,,,,,,,,,,,,,,,,,,2030690152,2116238,40.848132,-73.892021,Geocoding (add Lat/Long)
201061929,,,,,,,,,,,,,,,,,,,,,,2030690052,2116237,40.848091,-73.892046,Geocoding (add Lat/Long)
201061974,,,,,,,,,,,,,,,,,,,,,,2048920019,2114593,40.881446,-73.841682,Geocoding (add Lat/Long)
201062438,,,,,,,,,,,,,,,,,,,,,,2032580010,2117809,40.879276,-73.898657,Geocoding (add Lat/Long)
201062447,,,,,,,,,,,,,,,,,,,,,,2032580009,2118207,40.879375,-73.898609,Geocoding (add Lat/Long)
201062964,,,,,,,,,,,,,,,,,,,,,,2028770469,2120516,40.850585,-73.918747,Geocoding (add Lat/Long)
201063080,,,,,,,,,,,,,,,,,,,,,,2047020024,2118187,40.88108,-73.85413,Geocoding (add Lat/Long)
201063099,,,,,,,,,,,,,,,,,,,,,,2047020025,2118185,40.88114,-73.85409,Geocoding (add Lat/Long)
201063106,,,,,,,,,,,,,,,,,,,,,,2047020026,2118186,40.88119,-73.85406,Geocoding (add Lat/Long)
201063357,,,,,,,,,,,,,,,,,,,,,,2037430030,2023985,40.828208,-73.875927,Geocoding (add Lat/Long)
201063605,,,,,,,,,,,,,,,,,,,,,,2026280042,2004482,40.818437,-73.908414,Geocoding (add Lat/Long)
201064711,,,,,,,,,,,,,,,,,,,,,,2049880064,2128130,40.89257,-73.83715,Geocoding (add Lat/Long)
201065550,,,,,,,,,,,,,,,,,,,,,,2030820134,2116582,40.85081,-73.88858,Geocoding (add Lat/Long)
201065578,,,,,,,,,,,,,,,,,,,,,,2030820133,2116581,40.85092,-73.88851,Geocoding (add Lat/Long)
201065596,,,,,,,,,,,,,,,,,,,,,,2041080114,2113846,40.848794,-73.852777,Geocoding (add Lat/Long)
201066096,,,,,,,,,,,,,,,,,,,,,,2025800011,2120164,40.812434,-73.908086,Geocoding (add Lat/Long)
201066461,,,,,,,,,,,,,,,,,,,,,,2026460052,2120247,40.81877,-73.90624,Geocoding (add Lat/Long)
201066489,,,,,,,,,,,,,,,,,,,,,,2030580041,2127594,40.8585,-73.8896,Geocoding (add Lat/Long)
201066657,,,,,,,,,,,,,,,,,,,,,,2028720281,2116636,40.843847,-73.918365,Geocoding (add Lat/Long)
201066764,,,,,,,,,,,,,,,,,,,,,,2044690116,,40.8635,-73.84884,Geocoding (add Lat/Long)
201066773,,,,,,,,,,,,,,,,,,,,,,2044690114,2115334,40.86337,-73.84885,Geocoding (add Lat/Long)
201066782,,,,,,,,,,,,,,,,,,,,,,2044690115,2115335,40.86343,-73.84885,Geocoding (add Lat/Long)
201068557,,,,,,,,,,,,,,,,,,,,,,2048430125,,40.89048,-73.85764,Geocoding (add Lat/Long)
201068566,,,,,,,,,,,,,,,,,,,,,,2048430124,2116388,40.89045,-73.85756,Geocoding (add Lat/Long)
201068575,,,,,,,,,,,,,,,,,,,,,,2048430123,2116387,40.89043,-73.85749,Geocoding (add Lat/Long)
201068584,,,,,,,,,,,,,,,,,,,,,,2048430023,2116386,40.8904,-73.85741,Geocoding (add Lat/Long)
201070447,,,,,,,,,,,,,,,,,,,,,,2027850066,2115295,40.835822,-73.911874,Geocoding (add Lat/Long)
201070456,,,,,,,,,,,,,,,,,,,,,,2027850165,2115296,40.835866,-73.911845,Geocoding (add Lat/Long)
201071623,,,,,,,,,,,,,,,,,,,,,,2034740133,2116881,40.813265,-73.856634,Geocoding (add Lat/Long)
201071632,,,,,,,,,,,,,,,,,,,,,,2034740134,2116882,40.813276,-73.856544,Geocoding (add Lat/Long)
201071794,,,,,,,,,,,,,,,,,,,,,,2029740023,2010464,40.828545,-73.894101,Geocoding (add Lat/Long)
201072418,,,,,,,,,,,,,,,,,,,,,,2030500070,2117654,40.85433,-73.892517,Geocoding (add Lat/Long)
201072739,,,,,,,,,,,,,,,,,,,,,,2046890015,2121363,40.88082,-73.85594,Geocoding (add Lat/Long)
201072819,,,,,,,,,,,,,,,,,,,,,,2038790032,2115321,40.83392,-73.86425,Geocoding (add Lat/Long)
201072828,,,,,,,,,,,,,,,,,,,,,,2038790035,2115324,40.83377,-73.86415,Geocoding (add Lat/Long)
201072837,,,,,,,,,,,,,,,,,,,,,,2038790034,2115323,40.83384,-73.86416,Geocoding (add Lat/Long)
201072846,,,,,,,,,,,,,,,,,,,,,,2038790033,2115322,40.83391,-73.8641,Geocoding (add Lat/Long)
201073097,,,,,,,,,,,,,,,,,,,,,,2028790145,2115048,40.852824,-73.917678,Geocoding (add Lat/Long)
201073104,,,,,,,,,,,,,,,,,,,,,,2028790147,2115047,40.852923,-73.917783,Geocoding (add Lat/Long)
201074194,,,,,,,,,,,,,,,,,,,,,,2022820030,2000251,40.808058,-73.921143,Geocoding (add Lat/Long)
201074210,,,,,,,,,,,,,,,,,,,,,,2033240069,2100703,40.88283,-73.88283,Geocoding (add Lat/Long)
201074256,,,,,,,,,,,,,,,,,,,,,,2050310113,2117247,40.89703,-73.83982,Geocoding (add Lat/Long)
201074265,,,,,,,,,,,,,,,,,,,,,,2050310013,2117246,40.89709,-73.83984,Geocoding (add Lat/Long)
201074700,,,,,,,,,,,,,,,,,,,,,,2031257501,,40.84607,-73.88076,Geocoding (add Lat/Long)
201076012,,,,,,,,,,,,,,,,,,,,,,2043770019,2115333,40.85964,-73.8497,Geocoding (add Lat/Long)
201076851,,,,,,,,,,,,,,,,,,,,,,2029810021,2120158,40.83376,-73.88953,Geocoding (add Lat/Long)
201077217,,,,,,,,,,,,,,,,,,,,,,2032100308,2114649,40.85593,-73.909136,Geocoding (add Lat/Long)
201078840,,,,,,,,,,,,,,,,,,,,,,2028750051,,40.84601,-73.92107,Geocoding (add Lat/Long)
201079545,,,,,,,,,,,,,,,,,,,,,,2031220002,2013119,40.843131,-73.883695,Geocoding (add Lat/Long)
201079590,,,,,,,,,,,,,,,,,,,,,,2047020027,2120253,40.88126,-73.85402,Geocoding (add Lat/Long)
201079607,,,,,,,,,,,,,,,,,,,,,,2047020027,2120252,40.88133,-73.85397,Geocoding (add Lat/Long)
201079714,,,,,,,,,,,,,,,,,,,,,,2049810019,2115362,40.891327,-73.843713,Geocoding (add Lat/Long)
201079723,,,,,,,,,,,,,,,,,,,,,,2049810020,2115363,40.891385,-73.843735,Geocoding (add Lat/Long)
201079732,,,,,,,,,,,,,,,,,,,,,,2049810021,2115364,40.89144,-73.843756,Geocoding (add Lat/Long)
201079821,,,,,,,,,,,,,,,,,,,,,,2032920089,2119236,40.871045,-73.883809,Geocoding (add Lat/Long)
201081319,,,,,,,,,,,,,,,,,,,,,,2043240014,2049478,40.855109,-73.861684,Geocoding (add Lat/Long)
201081382,,,,,,,,,,,,,,,,,,,,,,2043240021,2049483,40.855573,-73.861673,Geocoding (add Lat/Long)
201081872,,,,,,,,,,,,,,,,,,,,,,2024360058,2124750,40.833824,-73.911414,Geocoding (add Lat/Long)
201081890,,,,,,,,,,,,,,,,,,,,,,2023697502,2116712,40.826743,-73.908543,Geocoding (add Lat/Long)
201082167,,,,,,,,,,,,,,,,,,,,,,2025170015,2115822,40.839273,-73.92399,Geocoding (add Lat/Long)
201083479,,,,,,,,,,,,,,,,,,,,,,2028780076,2119002,40.84796,-73.91942,Geocoding (add Lat/Long)
201083488,,,,,,,,,,,,,,,,,,,,,,2028780077,2119003,40.84801,-73.91935,Geocoding (add Lat/Long)
201083497,,,,,,,,,,,,,,,,,,,,,,2028780078,2119004,40.84805,-73.9193,Geocoding (add Lat/Long)
201083512,,,,,,,,,,,,,,,,,,,,,,2028780082,2119008,40.84823,-73.91912,Geocoding (add Lat/Long)
201083521,,,,,,,,,,,,,,,,,,,,,,2028780081,2119007,40.84818,-73.91917,Geocoding (add Lat/Long)
201083530,,,,,,,,,,,,,,,,,,,,,,2028780080,2119006,40.84814,-73.91921,Geocoding (add Lat/Long)
201083549,,,,,,,,,,,,,,,,,,,,,,2028780079,2119005,40.8481,-73.91925,Geocoding (add Lat/Long)
201083950,,,,,,,,,,,,,,,,,,,,,,2028770254,2116511,40.84921,-73.92161,Geocoding (add Lat/Long)
201084361,,,,,,,,,,,,,,,,,,,,,,2031460060,2116005,40.85754,-73.89705,Geocoding (add Lat/Long)
201084717,,,,,,,,,,,,,,,,,,,,,,2028770463,2124998,40.85092,-73.91828,Geocoding (add Lat/Long)
201084726,,,,,,,,,,,,,,,,,,,,,,2028770462,2116931,40.85092,-73.91828,Geocoding (add Lat/Long)
201085155,,,,,,,,,,,,,,,,,,,,,,2026920048,2120266,40.827781,-73.896036,Geocoding (add Lat/Long)
201085707,,,,,,,,,,,,,,,,,,,,,,2029400040,2115902,40.838,-73.88777,Geocoding (add Lat/Long)
201085789,,,,,,,,,,,,,,,,,,,,,,2027650456,2115294,40.812994,-73.889246,Geocoding (add Lat/Long)
201085798,,,,,,,,,,,,,,,,,,,,,,2027650155,2115293,40.81305,-73.88926,Geocoding (add Lat/Long)
201086387,,,,,,,,,,,,,,,,,,,,,,2058251534,2124520,40.89751,-73.89838,Geocoding (add Lat/Long)
201086396,,,,,,,,,,,,,,,,,,,,,,2058251535,,40.89756,-73.89839,Geocoding (add Lat/Long)
201086412,,,,,,,,,,,,,,,,,,,,,,2034600112,,40.81022,-73.85054,Geocoding (add Lat/Long)
201086421,,,,,,,,,,,,,,,,,,,,,,2034600111,2117132,40.81034,-73.8505,Geocoding (add Lat/Long)
201086430,,,,,,,,,,,,,,,,,,,,,,2034600001,2117133,40.81034,-73.8505,Geocoding (add Lat/Long)
201087260,,,,,,,,,,,,,,,,,,,,,,2042850001,2117649,40.851134,-73.865889,Geocoding (add Lat/Long)
201088063,,,,,,,,,,,,,,,,,,,,,,2044160038,2120437,40.859528,-73.832754,Geocoding (add Lat/Long)
201088401,,,,,,,,,,,,,,,,,,,,,,2047550065,2121760,40.87592,-73.84053,Geocoding (add Lat/Long)
201088410,,,,,,,,,,,,,,,,,,,,,,2047550066,,40.87599,-73.84057,Geocoding (add Lat/Long)
201088429,,,,,,,,,,,,,,,,,,,,,,2035090004,2116992,40.81477,-73.84855,Geocoding (add Lat/Long)
201088447,,,,,,,,,,,,,,,,,,,,,,2035090002,2116990,40.81481,-73.84832,Geocoding (add Lat/Long)
201088802,,,,,,,,,,,,,,,,,,,,,,2053330056,2073139,40.836302,-73.830663,Geocoding (add Lat/Long)
201088982,,,,,,,,,,,,,,,,,,,,,,2028020037,2007566,40.84769,-73.90394,Geocoding (add Lat/Long)
201088991,,,,,,,,,,,,,,,,,,,,,,2025100067,,40.83626,-73.92378,Geocoding (add Lat/Long)
201089277,,,,,,,,,,,,,,,,,,,,,,2046800041,2087314,40.88458,-73.85871,Geocoding (add Lat/Long)
201089286,,,,,,,,,,,,,,,,,,,,,,2046800042,2087314,40.88456,-73.85865,Geocoding (add Lat/Long)
201089801,,,,,,,,,,,,,,,,,,,,,,2049030022,2115230,40.883063,-73.847826,Geocoding (add Lat/Long)
201089810,,,,,,,,,,,,,,,,,,,,,,2049030021,2115229,40.883027,-73.847747,Geocoding (add Lat/Long)
201089829,,,,,,,,,,,,,,,,,,,,,,2049030020,2115228,40.882994,-73.847667,Geocoding (add Lat/Long)
201090130,,,,,,,,,,,,,,,,,,,,,,2047220068,2115198,40.87917,-73.84802,Geocoding (add Lat/Long)
201090149,,,,,,,,,,,,,,,,,,,,,,2047220070,2087331,40.87922,-73.84793,Geocoding (add Lat/Long)
201090158,,,,,,,,,,,,,,,,,,,,,,2047220071,,40.87925,-73.84786,Geocoding (add Lat/Long)
201090167,,,,,,,,,,,,,,,,,,,,,,2047220072,2115201,40.87928,-73.8478,Geocoding (add Lat/Long)
201091086,,,,,,,,,,,,,,,,,,,,,,2024330022,2116218,40.82991,-73.91427,Geocoding (add Lat/Long)
201091095,,,,,,,,,,,,,,,,,,,,,,2024330020,2116217,40.82998,-73.91447,Geocoding (add Lat/Long)
201091102,,,,,,,,,,,,,,,,,,,,,,2024330122,2116221,40.82989,-73.91421,Geocoding (add Lat/Long)
201091139,,,,,,,,,,,,,,,,,,,,,,2024330121,2116220,40.82993,-73.91434,Geocoding (add Lat/Long)
201091148,,,,,,,,,,,,,,,,,,,,,,2024330120,2116219,40.82996,-73.9144,Geocoding (add Lat/Long)
201091175,,,,,,,,,,,,,,,,,,,,,,2032390126,2115313,40.87087,-73.90654,Geocoding (add Lat/Long)
201091184,,,,,,,,,,,,,,,,,,,,,,2032390026,2115311,40.87089,-73.9066,Geocoding (add Lat/Long)
201091193,,,,,,,,,,,,,,,,,,,,,,2032390128,2115315,40.87081,-73.90633,Geocoding (add Lat/Long)
201091219,,,,,,,,,,,,,,,,,,,,,,2032390028,2115312,40.87083,-73.9064,Geocoding (add Lat/Long)
201091228,,,,,,,,,,,,,,,,,,,,,,2032390127,2115314,40.87085,-73.90647,Geocoding (add Lat/Long)
201091255,,,,,,,,,,,,,,,,,,,,,,2031690002,2118451,40.85351,-73.90494,Geocoding (add Lat/Long)
201091905,,,,,,,,,,,,,,,,,,,,,,2046770049,2124511,40.88228,-73.85948,Geocoding (add Lat/Long)
201092897,,,,,,,,,,,,,,,,,,,,,,2026210032,2116861,40.82398,-73.9075,Geocoding (add Lat/Long)
201093002,,,,,,,,,,,,,,,,,,,,,,2047790159,2117212,40.87535,-73.83643,Geocoding (add Lat/Long)
201093011,,,,,,,,,,,,,,,,,,,,,,2047790158,2117211,40.87528,-73.83638,Geocoding (add Lat/Long)
201093734,,,,,,,,,,,,,,,,,,,,,,2059490297,2127837,40.90389,-73.90886,Geocoding (add Lat/Long)
201093967,,,,,,,,,,,,,,,,,,,,,,2029850025,,40.84132,-73.88506,Geocoding (add Lat/Long)
201094181,,,,,,,,,,,,,,,,,,,,,,2026270058,2124474,40.82227,-73.90786,Geocoding (add Lat/Long)
201094984,,,,,,,,,,,,,,,,,,,,,,2047950112,,40.86872,-73.83559,Geocoding (add Lat/Long)
201094993,,,,,,,,,,,,,,,,,,,,,,2047950113,,40.86872,-73.83559,Geocoding (add Lat/Long)
201095377,,,,,,,,,,,,,,,,,,,,,,2047950120,,40.86872,-73.83559,Geocoding (add Lat/Long)
201095386,,,,,,,,,,,,,,,,,,,,,,2047950119,,40.86816,-73.8353,Geocoding (add Lat/Long)
201095411,,,,,,,,,,,,,,,,,,,,,,2047950121,,40.86872,-73.83559,Geocoding (add Lat/Long)
201095420,,,,,,,,,,,,,,,,,,,,,,2047950123,2116909,40.86872,-73.83559,Geocoding (add Lat/Long)
201095439,,,,,,,,,,,,,,,,,,,,,,2047950122,2116909,40.86872,-73.83559,Geocoding (add Lat/Long)
201095493,,,,,,,,,,,,,,,,,,,,,,2047950118,,40.86872,-73.83559,Geocoding (add Lat/Long)
201095509,,,,,,,,,,,,,,,,,,,,,,2047950116,,40.86872,-73.83559,Geocoding (add Lat/Long)
201095518,,,,,,,,,,,,,,,,,,,,,,2047950117,,40.86872,-73.83559,Geocoding (add Lat/Long)
201095536,,,,,,,,,,,,,,,,,,,,,,2047950114,,40.86872,-73.83559,Geocoding (add Lat/Long)
302374936,,,,,0,,,,,,,,,,,,,,,,,,,,,change u_init
201095545,,,,,,,,,,,,,,,,,,,,,,2047950115,,40.86872,-73.83559,Geocoding (add Lat/Long)
201096170,,,,,,,,,,,,,,,,,,,,,,2042420109,,40.85379,-73.83311,Geocoding (add Lat/Long)
201096358,,,,,,,,,,,,,,,,,,,,,,2047950127,,40.86816,-73.8353,Geocoding (add Lat/Long)
201096367,,,,,,,,,,,,,,,,,,,,,,2047950128,,40.86808,-73.83528,Geocoding (add Lat/Long)
310030409,,,,,0,,,,,,,,,,,,,,,,,,,,,change u_init
321377924,,,,,0,,,,,,,,,,,,,,,,,,,,,change u_init
104331885,,,,,0,,,,,,,,,,,,,,,,,,,,,change u_init
122143457,,,,,0,,,,,,,,,,,,,,,,,,,,,change u_init
320627595,,,,,0,,,,,,,,,,,,,,,,,,,,,change u_init
201096376,,,,,,,,,,,,,,,,,,,,,,2047950124,,40.86808,-73.83528,Geocoding (add Lat/Long)
201096385,,,,,,,,,,,,,,,,,,,,,,2047950126,,40.86808,-73.83528,Geocoding (add Lat/Long)
321519406,,,,,0,,,,,,,,,,,,,,,,,,,,,change u_init
201096394,,,,,,,,,,,,,,,,,,,,,,2047950125,,40.86808,-73.83528,Geocoding (add Lat/Long)
302006086,,,,,0,,,,,,,,,,,,,,,,,,,,,change u_init
201096438,,,,,,,,,,,,,,,,,,,,,,2047950129,,40.86808,-73.83528,Geocoding (add Lat/Long)
201096447,,,,,,,,,,,,,,,,,,,,,,2047950130,,40.86808,-73.83528,Geocoding (add Lat/Long)
201096456,,,,,,,,,,,,,,,,,,,,,,2047950021,,40.86808,-73.83528,Geocoding (add Lat/Long)
